"source_family","startpoint","endpoint","slack","logic_levels","logic_delay_ns","routing_delay_ns","datapath_delay_ns","start_cell","start_loc","end_cell","end_loc","start_tile","start_tile_x","start_tile_y","end_tile","end_tile_x","end_tile_y"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][11]/CE","-0.098","2","0.227","1.610","1.837","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][11]","SLICE_X90Y73","CLEL_R_X46Y120","251","123","CLEM_X59Y73","304","172"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][13][12]/CE","-0.096","2","0.220","1.611","1.831","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][13][12]","SLICE_X96Y81","CLEL_R_X46Y120","251","123","CLEM_X63Y81","322","164"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][60][0]/CE","-0.092","2","0.328","1.456","1.784","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]","SLICE_X73Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][60][0]","SLICE_X84Y76","CLEL_R_X47Y120","255","123","CLEL_L_X55Y76","286","169"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][51][2]/CE","-0.091","3","0.416","1.387","1.803","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][51][2]","SLICE_X57Y92","CLEL_R_X46Y120","251","123","CLEL_R_X37Y92","213","152"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][51][6]/CE","-0.091","3","0.416","1.387","1.803","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][51][6]","SLICE_X57Y92","CLEL_R_X46Y120","251","123","CLEL_R_X37Y92","213","152"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][49][14]/CE","-0.091","3","0.416","1.454","1.870","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][49][14]","SLICE_X51Y90","CLEL_R_X46Y120","251","123","CLEL_R_X33Y90","195","154"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][50][1]/CE","-0.089","3","0.416","1.385","1.801","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][50][1]","SLICE_X57Y92","CLEL_R_X46Y120","251","123","CLEL_R_X37Y92","213","152"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][51][4]/CE","-0.089","3","0.416","1.385","1.801","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][51][4]","SLICE_X57Y92","CLEL_R_X46Y120","251","123","CLEL_R_X37Y92","213","152"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][13][2]/CE","-0.088","2","0.218","1.605","1.823","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][13][2]","SLICE_X93Y75","CLEL_R_X46Y120","251","123","CLEM_X61Y75","313","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][13][13]/CE","-0.086","2","0.218","1.603","1.821","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][13][13]","SLICE_X93Y75","CLEL_R_X46Y120","251","123","CLEM_X61Y75","313","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][14][6]/CE","-0.085","2","0.227","1.585","1.812","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][14][6]","SLICE_X95Y80","CLEL_R_X46Y120","251","123","CLEM_X62Y80","318","165"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][0]/CE","-0.084","2","0.206","1.612","1.818","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][0]","SLICE_X96Y82","CLEL_R_X46Y120","251","123","CLEM_X63Y82","322","163"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][1]/CE","-0.084","2","0.206","1.612","1.818","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][1]","SLICE_X96Y82","CLEL_R_X46Y120","251","123","CLEM_X63Y82","322","163"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][3]/CE","-0.084","2","0.206","1.612","1.818","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][3]","SLICE_X96Y82","CLEL_R_X46Y120","251","123","CLEM_X63Y82","322","163"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][13][12]/CE","-0.081","2","0.227","1.595","1.822","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][13][12]","SLICE_X96Y80","CLEL_R_X46Y120","251","123","CLEM_X63Y80","322","165"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][14][13]/CE","-0.080","2","0.220","1.593","1.813","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][14][13]","SLICE_X91Y78","CLEL_R_X46Y120","251","123","CLEL_R_X59Y78","306","167"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][14][14]/CE","-0.080","2","0.220","1.593","1.813","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][14][14]","SLICE_X91Y78","CLEL_R_X46Y120","251","123","CLEL_R_X59Y78","306","167"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][14][4]/CE","-0.080","2","0.220","1.593","1.813","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][14][4]","SLICE_X91Y78","CLEL_R_X46Y120","251","123","CLEL_R_X59Y78","306","167"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][60][13]/CE","-0.080","2","0.328","1.447","1.775","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]","SLICE_X73Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][60][13]","SLICE_X85Y74","CLEL_R_X47Y120","255","123","CLEL_R_X55Y74","288","171"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][37][15]/CE","-0.077","2","0.349","1.393","1.742","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][37][15]","SLICE_X84Y98","CLEL_R_X46Y120","251","123","CLEL_L_X55Y98","286","146"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][37][6]/CE","-0.077","2","0.349","1.393","1.742","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][37][6]","SLICE_X84Y98","CLEL_R_X46Y120","251","123","CLEL_L_X55Y98","286","146"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][15][15]/CE","-0.077","2","0.218","1.591","1.809","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][15][15]","SLICE_X92Y74","CLEL_R_X46Y120","251","123","CLEM_X60Y74","309","171"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][12][15]/CE","-0.076","2","0.227","1.587","1.814","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][12][15]","SLICE_X93Y77","CLEL_R_X46Y120","251","123","CLEM_X61Y77","313","168"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][13]/CE","-0.070","2","0.220","1.585","1.805","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][13]","SLICE_X91Y75","CLEL_R_X46Y120","251","123","CLEL_R_X59Y75","306","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][6]/CE","-0.070","2","0.220","1.585","1.805","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][6]","SLICE_X91Y75","CLEL_R_X46Y120","251","123","CLEL_R_X59Y75","306","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][8]/CE","-0.070","2","0.220","1.585","1.805","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][8]","SLICE_X91Y75","CLEL_R_X46Y120","251","123","CLEL_R_X59Y75","306","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][9]/CE","-0.070","2","0.220","1.585","1.805","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][12][9]","SLICE_X91Y75","CLEL_R_X46Y120","251","123","CLEL_R_X59Y75","306","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][13][5]/CE","-0.069","2","0.220","1.587","1.807","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][13][5]","SLICE_X90Y75","CLEL_R_X46Y120","251","123","CLEM_X59Y75","304","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][0]/CE","-0.069","2","0.227","1.574","1.801","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][0]","SLICE_X92Y73","CLEL_R_X46Y120","251","123","CLEM_X60Y73","309","172"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][13]/CE","-0.069","2","0.227","1.574","1.801","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][13]","SLICE_X92Y73","CLEL_R_X46Y120","251","123","CLEM_X60Y73","309","172"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][15]/CE","-0.069","2","0.227","1.574","1.801","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][15]","SLICE_X92Y73","CLEL_R_X46Y120","251","123","CLEM_X60Y73","309","172"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][13][13]/CE","-0.065","2","0.227","1.581","1.808","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][13][13]","SLICE_X93Y76","CLEL_R_X46Y120","251","123","CLEM_X61Y76","313","169"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][13][2]/CE","-0.065","2","0.227","1.581","1.808","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][13][2]","SLICE_X93Y76","CLEL_R_X46Y120","251","123","CLEM_X61Y76","313","169"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][9]/CE","-0.064","2","0.227","1.566","1.793","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][15][9]","SLICE_X92Y77","CLEL_R_X46Y120","251","123","CLEM_X60Y77","309","168"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][12][15]/CE","-0.063","2","0.218","1.576","1.794","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][12][15]","SLICE_X92Y77","CLEL_R_X46Y120","251","123","CLEM_X60Y77","309","168"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][13][5]/CE","-0.061","2","0.218","1.579","1.797","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][13][5]","SLICE_X92Y76","CLEL_R_X46Y120","251","123","CLEM_X60Y76","309","169"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][15][9]/CE","-0.061","2","0.218","1.579","1.797","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][15][9]","SLICE_X92Y76","CLEL_R_X46Y120","251","123","CLEM_X60Y76","309","169"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][12]/CE","-0.059","2","0.206","1.581","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][21][12]","SLICE_X95Y84","CLEL_R_X46Y120","251","123","CLEM_X62Y84","318","161"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][14][7]/CE","-0.058","2","0.227","1.576","1.803","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][14][7]","SLICE_X96Y84","CLEL_R_X46Y120","251","123","CLEM_X63Y84","322","161"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][23][0]/CE","-0.058","2","0.213","1.574","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][23][0]","SLICE_X96Y89","CLEL_R_X46Y120","251","123","CLEM_X63Y89","322","156"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][23][2]/CE","-0.058","2","0.213","1.574","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][23][2]","SLICE_X96Y89","CLEL_R_X46Y120","251","123","CLEM_X63Y89","322","156"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][23][4]/CE","-0.058","2","0.213","1.574","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][23][4]","SLICE_X96Y89","CLEL_R_X46Y120","251","123","CLEM_X63Y89","322","156"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][62][8]/CE","-0.058","2","0.328","1.420","1.748","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]","SLICE_X73Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][62][8]","SLICE_X84Y80","CLEL_R_X47Y120","255","123","CLEL_L_X55Y80","286","165"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]/C","u_dut/u_unified_p4_kernel/input_mem_reg[3][62][9]/CE","-0.058","2","0.328","1.420","1.748","u_dut/u_unified_p4_kernel/ingress_group_q_reg[4]","SLICE_X73Y120","u_dut/u_unified_p4_kernel/input_mem_reg[3][62][9]","SLICE_X84Y80","CLEL_R_X47Y120","255","123","CLEL_L_X55Y80","286","165"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][12][4]/CE","-0.057","2","0.218","1.579","1.797","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][12][4]","SLICE_X90Y75","CLEL_R_X46Y120","251","123","CLEM_X59Y75","304","170"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[0][58][6]/CE","-0.056","2","0.302","1.485","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[0][58][6]","SLICE_X57Y73","CLEL_R_X46Y120","251","123","CLEL_R_X37Y73","213","172"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][0]/CE","-0.055","2","0.206","1.581","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][0]","SLICE_X96Y90","CLEL_R_X46Y120","251","123","CLEM_X63Y90","322","154"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][10]/CE","-0.055","2","0.206","1.581","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][10]","SLICE_X96Y90","CLEL_R_X46Y120","251","123","CLEM_X63Y90","322","154"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][13]/CE","-0.055","2","0.206","1.581","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][13]","SLICE_X96Y90","CLEL_R_X46Y120","251","123","CLEM_X63Y90","322","154"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][2]/CE","-0.055","2","0.206","1.581","1.787","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[1][23][2]","SLICE_X96Y90","CLEL_R_X46Y120","251","123","CLEM_X63Y90","322","154"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][21][0]/CE","-0.054","2","0.213","1.583","1.796","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][21][0]","SLICE_X96Y83","CLEL_R_X46Y120","251","123","CLEM_X63Y83","322","162"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][21][1]/CE","-0.054","2","0.213","1.583","1.796","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][21][1]","SLICE_X96Y83","CLEL_R_X46Y120","251","123","CLEM_X63Y83","322","162"
"ingress_group_q_reg","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]/C","u_dut/u_unified_p4_kernel/input_mem_reg[2][21][3]/CE","-0.054","2","0.213","1.583","1.796","u_dut/u_unified_p4_kernel/ingress_group_q_reg[2]","SLICE_X72Y120","u_dut/u_unified_p4_kernel/input_mem_reg[2][21][3]","SLICE_X96Y83","CLEL_R_X46Y120","251","123","CLEM_X63Y83","322","162"
